subj,trial,block,date,stim,stim_order,response,rt,age,sex,param_index,segment_time,pitch
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,3,0.213129,7.780656
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,4,0.284172,-90.368576
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,5,0.355215,-64.528472
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,6,0.426259,-137.293439
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,0,0.000000,-99.029475
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,1,0.071043,-83.219544
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,2,0.142086,-76.160804
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,3,0.213129,-60.412119
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,4,0.284172,-135.438027
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,5,0.355215,-30.546522
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_164.wav,0,False,1065,52,Homme,6,0.426259,-142.367635
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,0,0.000000,-58.637887
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,1,0.071043,-104.347196
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,2,0.142086,149.905377
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,3,0.213129,-98.681631
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,4,0.284172,-147.265274
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,5,0.355215,64.587538
20111971,13,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_121.wav,1,True,1065,52,Homme,6,0.426259,26.674605
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,0,0.000000,13.442505
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,1,0.071043,67.880832
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,2,0.142086,105.927648
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,3,0.213129,65.041696
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,4,0.284172,-59.466654
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,5,0.355215,55.710963
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_106.wav,0,True,799,52,Homme,6,0.426259,127.964857
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,0,0.000000,-149.304179
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,1,0.071043,148.600586
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,2,0.142086,-115.715849
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,3,0.213129,139.265939
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,4,0.284172,45.121427
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,5,0.355215,-93.318951
20111971,14,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_140.wav,1,False,799,52,Homme,6,0.426259,-66.215565
